,セレクトブクマ,ブクマ順,Google
適合率10,,,
適合率20,,,
適合率30,,,
再現率,0.263157894736842,0.421052631578947,0.736842105263158
F値,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
