,セレクトブクマ,ブクマ順,Google
適合率10,0.6,0.6,0
適合率20,0.35,0.4,0.2
適合率30,0.433333333333333,0.333333333333333,0.2
再現率,0.7,0.5,0.3
F値,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
