,セレクトブクマ,ブクマ順,Google
適合率10,0.4,0.4,0
適合率20,0.25,0.2,0.4
適合率30,0.333333333333333,0.166666666666667,0.166666666666667
再現率,0.769230769230769,0.384615384615385,0.384615384615385
F値,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
