http://www.javaroad.jp/index.htm,Javaの道（Java入門・リファレンス）
http://www.javadrive.jp/index.html,Javaの学習ならJavaDrive
http://itpro.nikkeibp.co.jp/article/COLUMN/20060915/248243/,Java技術最前線：ITpro
http://www.nextindex.net/java/index.html,浅煎り珈琲 -Java アプリケーション入門
http://www.alles.or.jp/~torutk/oojava/codingStandard/writingrobustjavacode.html,頑健なJavaプログラムの書き方(Writing Robust Java Code)
http://java-house.jp/ml/,Java House ML
http://www.hellohiro.com/,JavaでHello World
http://java.sun.com/j2se/1.5.0/ja/docs/ja/api/index.html,Java 2 Platform SE 5.0
http://www.javainthebox.net/,Java in the Box
http://www.nurs.or.jp/~sug/soft/log4j/index.htm,Log4J徹底解説〜目次
http://javanews.jp/,Java News
http://itpro.nikkeibp.co.jp/article/COLUMN/20060927/249181/,初心者がJavaを“超高速”で学ぶためのコツ：ITpro
http://www.javainthebox.net/laboratory/J2SE1.5/contents.html,J2SE 5.0 虎の穴 Java2 SE v5.0 Tiger の新機能
http://sdc.sun.co.jp/java/docs/j2se/1.4/ja/docs/ja/api/index.html,概要 (Java 2 プラットフォーム SE v1.4.0)
http://journal.mycom.co.jp/articles/2006/05/08/wicket/,【レポート】Wicket入門 - JavaとHTMLだけで作るWebアプリケーション (1) Wicketとは? | エンタープライズ | マイコミジャーナル
http://javagame.main.jp/,Javaでゲーム作りますが何か？
http://java.sun.com/products/archive/index.html,Archive: Java[tm] Technology Products Download
http://www.atmarkit.co.jp/fjava/rensai3/eclipsejava01/eclipse01.html,Eclipseではじめるプログラミング
http://www.nminoru.jp/~nminoru/java/class_unloading.html,Java のクラスアンロード (Class Unloading)
http://journal.mycom.co.jp/column/java/,MYCOMジャーナル - エンタープライズ - コラム - ライトニングJava
http://www.jajakarta.org/,Ja-Jakarta Project
http://www.kab-studio.biz/Programing/JavaA2Z/,JavaA2Z
http://www.javaworld.jp/,JavaWorld Online - 最先端Javaテクノロジーの実践活用誌
http://click.sourceforge.net/,Click Framework
http://www.atmarkit.co.jp/fwcr/rensai/googlewebtoolkit01/01.html,JavaをJavaScriptに変換するグーグルのツールを使ってみよう ? ＠IT
http://www.techscore.com/index.html,TECHSCORE(テックスコア) ?C言語/JAVA/デザインパターン/CORBA/XML/SQL/UMLを基礎から丁寧に解説します?
http://www5c.biglobe.ne.jp/~ecb/java/java00.html,Java入門
http://www.atmarkit.co.jp/fjava/,Java Solution ? ＠IT
http://www.restlet.org/,Restlet - Lightweight REST framework for Java
http://www.atmarkit.co.jp/fjava/rensai3/ormap01/ormap01.html,＠IT：Hibernateで理解するO/Rマッピング（1）
