1,http://www.eiga.com/index.shtml,eiga.com
2,http://109cinemas.net/,109シネマズ公式ホームページ
3,http://www.tohotheater.jp/,TOHOシネマズ
4,http://www.warnermycal.com/,"ワーナー・マイカル・シネマズ－映画館、映画情報、上映スケジュール ..."
5,http://www.wowow.co.jp/movie/,"映画 | WOWOWオンライン"
6,http://movie.goo.ne.jp/,"映画情報 - goo 映画"
7,http://www.movie-faq.com/,あの映画のココがわからない　まとめサイト
8,http://gyao.yahoo.co.jp/ct/movie/,"映画ならGyaO! 【映画】 無料映画の映像視聴｜GyaO![ギャオ]映画"
9,http://news4vip.livedoor.biz/archives/51161310.html,【2ch】ニュー速クオリティ:一生のうちに一度は見ておくべき映画
10,http://www.pia.co.jp/cinema.html,シネマぴあ
