1,http://gigazine.net/index.php?/news/comments/20060801_freemovies/,"著作権の切れた過去の名作映画やドキュメンタリーをダウンロード - GIGAZINE"
2,http://www.movie-faq.com/,あの映画のココがわからない　まとめサイト
3,http://news4vip.livedoor.biz/archives/51161310.html,【2ch】ニュー速クオリティ:一生のうちに一度は見ておくべき映画
4,http://www.movix.co.jp/,映画館・シネコンの【ムービックス-MOVIX】
5,http://cinesc.cplaza.ne.jp/,"シネマスクランブル 映画予告編・映画ランキング・映画上映 ..."
6,http://www.jtnews.jp/,みんなのシネマレビュー
7,http://pia-eigaseikatsu.jp/,新作映画情報「ぴあ映画生活」
8,http://www.imdb.com/,"The Internet Movie Database (IMDb)"
9,http://movie.maeda-y.com/,★前田有一の超映画批評★
10,http://alfalfa.livedoor.biz/archives/51140013.html,もっと知られていい映画:アルファルファモザイク
